dis_no,year,seq,glide,disaster_group,disaster_subgroup,disaster_type,disaster_subtype,disaster_subsubtype,event_name,country,iso,region,continent,location,origin,associated_dis,associated_dis2,ofda_response,appeal,declaration,aid_contribution_thousand_usd,dis_mag_value,dis_mag_scale,latitude,longitude,local_time,river_basin,start_year,start_month,start_day,end_year,end_month,end_day,total_deaths,no_injured,no_affected,no_homeless,total_affected,reconstruction_costs_thousand_usd,reconstruction_costs_adjusted_thousand_usd,insured_damages_thousand_usd,insured_damages_adjusted_thousand_usd,total_damages_thousand_usd,total_damages_adjusted_thousand_usd,cpi,adm_level,admin1_code,admin2_code,geo_locations
2013-0517-NLD,2013,0517,,Natural,Meteorological,Storm,Extra-tropical storm,,Storm Xaver,Netherlands (the),NLD,Western Europe,Europe,"Dordrecht, Totterdam, Vlaardingen cities (Zuid-holland province)",,Flood,,,,,,,Kph,,,,,2013,12,4,2013,12,7,,,,,,,,,,10000,11632,85.9716422479773,1,2169,,Zuid-holland (Adm1).
2013-0398-NLD,2013,0398,,Natural,Meteorological,Storm,Extra-tropical storm,,Storm Christian,Netherlands (the),NLD,Western Europe,Europe,"Drenthe, Flevoland, Friesland, Gelderland, Groningen, Limburg, Noord-brabant, Noord-holland, Overijssel, Utrecht, Zeeland, Zuid-holland provinces",,,,,,,,,Kph,,,,,2013,10,27,2013,10,28,2,,,,,,,,,,,85.9716422479773,1,2158;2159;2160;2161;2162;2163;2164;2165;2166;2167;2168;2169,,"Drenthe, Flevoland, Friesland, Gelderland, Groningen, Limburg, Noord-brabant, Noord-holland, Overijssel, Utrecht, Zeeland, Zuid-holland (Adm1)."
2013-0530-NLD,2013,0530,,Natural,Meteorological,Storm,Extra-tropical storm,,Storm Dirk,Netherlands (the),NLD,Western Europe,Europe,"Friesland, Groningen, Noord-brabant, Noord-holland, Zeeland, Zuid-holland provinces",,,,,,,,,Kph,,,,,2013,12,24,2013,12,24,,,,,,,,,,,,85.9716422479773,1,2160;2162;2164;2165;2168;2169,,"Friesland, Groningen, Noord-brabant, Noord-holland, Zeeland, Zuid-holland (Adm1)."
2014-0388-FRA,2014,0388,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,France,FRA,Western Europe,Europe,"Lamalou-les-Bains city (Herault district, Languedoc-Rousillon province) ; Aveyron distric (Midi-Pyrénées province), Gard district (Languedoc-Rousillon province) Ardeche district (Rhone-Alpes province)",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2014,9,18,2014,9,18,6,,,,,,,145000,165968,182000,208318,87.3662978351193,2,,16286;16287;16299;16327,"Ardeche, Aveyron, Gard, Herault (Adm2)."
2014-0488-FRA,2014,0488,,Natural,Hydrological,Flood,Flash flood,,,France,FRA,Western Europe,Europe,"Argeles city (Pyrénées-Orientales district, Languedoc-Rousillon province); Pyrénées-Orientales, Aude, Gar districts (Languedoc-Rousillon province), Var district (Provence-Alpes-Cote-d'Azur province)",Heavy rains,Lightening,,,,,,123269,Km2,,,,,2014,11,29,2014,12,5,5,,3000,,3000,,,242000,276995,303000,346816,87.3662978351193,2,,16286;16289;16290;16324,"Aude, Gard, Pyrenees-Orientales, Var (Adm2)."
2014-0209-BEL,2014,0209,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Belgium,BEL,Western Europe,Europe,"Region de Bruxelles-Capitale, Vlaams Gewest, Region wallonne provinces",,,,,,,,,Kph,,,,,2014,6,8,2014,6,10,,,,,,,,,,,,87.3662978351193,1,600;601;602,,"Region de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewes, Region wallonne, Vlaams Gewest (Adm1)."
2014-0458-CHE,2014,0458,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Switzerland,CHE,Western Europe,Europe,Ticino province,,,,,,,,,Kph,,,,,2014,11,15,2014,11,15,2,,,,,,,,,,,87.3662978351193,1,2827,,Ticino (Adm1).
2014-0209-DEU,2014,0209,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Germany,DEU,Western Europe,Europe,"Koeln city (Koeln district), Dusseldorf,Krefeld, Essen cities (Dusseldorf district) (Nordrhein-Westfalen provinces)",,,,,,,,,Kph,,,,,2014,6,8,2014,6,10,6,,,,,,,,,,,87.3662978351193,2,,16551;16552,"Duesseldorf, Koeln (Adm2)."
2014-0381-DEU,2014,0381,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Germany,DEU,Western Europe,Europe,Nordrhein-Westfalen province,,,,,,,,,Kph,,,,,2014,7,28,2014,7,29,2,1,,,1,,,190000,217475,4e+05,457842,87.3662978351193,1,1317,,Nordrhein-Westfalen (Adm1).
2014-0209-FRA,2014,0209,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,France,FRA,Western Europe,Europe,"Bordeaux city (Gironde district, Aquitaine province), Cognac city (Charente district, Poitou-Charentes province) ; Languedoc region (Languedoc-Rousillon province)",,,,,,,,,Kph,,,,,2014,6,8,2014,6,10,,,,,,,,,,,,87.3662978351193,1;2,1260,16241;16316,"Languedoc-Rousillon (Adm1). Charente, Gironde (Adm2)."
2014-0027-FRA,2014,0027,,Natural,Hydrological,Flood,Riverine flood,,,France,FRA,Western Europe,Europe,"Hyeres, Lavandou city (Var district, Provence-Alpes-Cote-d'Azur province) ; Cote d'Azur region (Alpes Maritimes district, Provence-Alpes-Cote-d'Azur province)",Heavy rains,,,,,,,82989,Km2,43.9958,7.1,,,2014,1,19,2014,2,7,4,,1000,,1000,,,,,,,87.3662978351193,2,,16321;16324,"Alpes-maritimes, Var (Adm2)."
2014-0462-FRA,2014,0462,,Natural,Hydrological,Flood,Riverine flood,,,France,FRA,Western Europe,Europe,"Gard, Lozere, Herault districts (Languedoc-Rousillon province)",Heavy rains,,,,,,,39709,Km2,,,,,2014,11,13,2014,11,16,5,,,,,,,,,,,87.3662978351193,2,,16286;16287;16288,"Gard, Herault, Lozere (Adm2)."
2014-0067-FRA,2014,0067,,Natural,Meteorological,Storm,Extra-tropical storm,,Ulla,France,FRA,Western Europe,Europe,Bretagne province,,,,,,,,150,Kph,,,,,2014,2,14,2014,2,14,,,,,,,,,,,,87.3662978351193,1,1253,,Bretagne (Adm1).
2015-0410-BEL,2015,0410,,Natural,Meteorological,Extreme temperature,Heat wave,,,Belgium,BEL,Western Europe,Europe,"Vlaams Gewest, Region de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewes, Region wallonne provinces",,,,,,,,,°C,,,,,2015,6,30,2015,7,5,410,,,,,,,,,,,87.4699322108025,1,600;601;602,,"Region de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewes, Region wallonne, Vlaams Gewest (Adm1)."
2015-0451-FRA,2015,0451,,Natural,Hydrological,Flood,Flash flood,,,France,FRA,Western Europe,Europe,"Cote d'Azur region (Alpes-maritimes, Var districts, Provence-Alpes-Cote-d'Azur province)",Torrential rain,,,,,,,2896,Km2,43.377,6.53,,,2015,10,3,2015,10,4,20,,,,,,,652000,745399,924000,1056363,87.4699322108025,2,,16321;16324,"Alpes-maritimes, Var (Adm2)."
2015-0434-FRA,2015,0434,,Natural,Meteorological,Storm,Convective storm,,,France,FRA,Western Europe,Europe,"Aube, Ardennes districts (Champagne-Ardenne province), Ain district (Rhone-Alpes province)",,,,,,,,130,Kph,,,,,2015,9,16,2015,9,16,3,,750,,750,,,,,,,87.4699322108025,2,,16266;16267;16326,"Ain, Ardennes, Aube (Adm2)."
2015-0410-FRA,2015,0410,,Natural,Meteorological,Extreme temperature,Heat wave,,,France,FRA,Western Europe,Europe,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Compte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Côte-D'azur, Rhône-Alpes, Midi-Pyrénées provinces",,,,,,,,40,°C,,,,,2015,6,29,2015,8,9,3275,,,,,,,,,,,87.4699322108025,1,1248;1249;1250;1251;1252;1253;1254;1255;1256;1257;1258;1259;1260;1262;1263;1264;1265;1266;1267;1268;1269;1270,,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Comte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Midi-Pyrenees, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Cote-d'Azur, Rhone-Alpes (Adm1)."
2016-0211-BEL,2016,0211,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Belgium,BEL,Western Europe,Europe,"Manage village (Mons region, Hainaut district, Region wallonne province), Jodoigne city (Brabant wallon district, Region wallonne province), Brussels airport, Atomium monument (Area without administrative 2nd division, Region de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewes province)",,Flood,,,,,,,Kph,,,,,2016,6,23,2016,6,24,1,,,,,,,,,,,88.573452875574,2,,5844;5850;5854,"Area without administration at 2nd level, Brabant wallon, Hainaut (Adm2)."
2016-0179-FRA,2016,0179,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,"Yvelines, Paris districts (Ile-de-France province), Marne district (Champagne-Ardenne), Manche, Calvados districts (Basse-Normandie province), Orne, Eure, Seine-Maritime (Haute-Normandie province)",Heavy rains,Lightening,,,,,,,Km2,,,,"Seine, Loing, Yonne",2016,5,31,2016,6,5,5,24,,,24,,,1300000,1467708,2400000,2709615,88.573452875574,2,,16249;16250;16251;16269;16276;16277;16280;16285,"Calvados, Eure, Manche, Marne, Orne, Paris, Seine-Maritime, Yvelines (Adm2)."
2016-0179-AUT,2016,0179,,Natural,Hydrological,Flood,,,,Austria,AUT,Western Europe,Europe,"Salzburg province, Braunau am Inn district (Oberosterreich province)",Heavy rains,,,,,,,,Km2,,,,,2016,6,1,2016,6,1,,,,,,,,,,,,88.573452875574,1;2,482,5618,Salzburg (Adm1). Braunau am Inn (Adm2).
2016-0179-BEL,2016,0179,,Natural,Hydrological,Flood,,,,Belgium,BEL,Western Europe,Europe,"Harsin area (Nassogne commune, Luxembourg district, Region wallonne province)",Thunderstorms,,,,,,,,Km2,,,,,2016,6,2,2016,6,8,1,,,,,,,,,,,88.573452875574,2,,5852,Luxembourg (Adm2).
2016-0179-DEU,2016,0179,,Natural,Hydrological,Flood,,,,Germany,DEU,Western Europe,Europe,"Simbach am Inn, Triften, Tann, Regen cities (Niederbayern district, Bayern province)",Heavy rains,,,,,,,91555,Km2,48.407,10.22,,,2016,5,31,2016,6,7,7,,,,,,,830000,937075,2e+06,2258013,88.573452875574,2,,16531,Niederbayern (Adm2).
2016-0211-NLD,2016,0211,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Netherlands (the),NLD,Western Europe,Europe,Utrecht province and South,,Hail,Flood,,,,,,Kph,,,,,2016,6,23,2016,6,24,,,,,,,,527000,594986,844000,952881,88.573452875574,1,2167,,Utrecht (Adm1).
2017-0328-AUT,2017,0328,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Austria,AUT,Western Europe,Europe,"Tirol, Karnten, Liezen (Sölk, Öblarn, Donnersbachwald), Murtal-Judenburg (Oberzeiring, Kobenz), Murau (Oberwölz) (Steiermark), Grossartal-Sankt Johann imm Pongau (Salzburg), Mayhofem-Schwaz (Zillertal), Steinach am Brenner-Innsbruck-land, Floitental (Schwaz), Oberösterreich (Waldzell-Ried im Innkreis), Niederösterreich, Bruck-Mürzzuschlag-Bruck an der mur, Deutschlandsberg, Wiez, Leoben",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2017,8,5,2017,8,9,3,,210,,210,,,12000,13266,118000,130444,90.4601793133611,1;2,479;480,5627;5639;5643;5644;5650;5653;5654;5655;5658;5661;5667,"Karnten, Niederosterreich (Adm1). Bruck an der Mur, Deutschlandsberg, Innsbruck-Land, Judenburg, Leoben, Liezen, Murau, Ried im Innkreis, Sankt Johann im Pongau, Schwaz, Wiez (Adm2)."
2017-0360-DEU,2017,0360,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Germany,DEU,Western Europe,Europe,"Passau district, Freyung-Grafenau (Niederbayern), Altötting (Oberbayern)",Low pressure 'Kolle',Hail,,,,,,,Kph,,,,,2017,8,18,2017,8,19,3,24,,,24,,,,,159000,175768,90.4601793133611,2,,16531;16532,"Niederbayern, Oberbayern (Adm2)."
2017-0360-AUT,2017,0360,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Austria,AUT,Western Europe,Europe,"Sankt Johann am Walde (Braunau am Inn), Salzburg, Bad Ischl (Gmunden)",,,,,,,,126,Kph,,,,,2017,8,19,2017,8,19,2,120,,,120,,,,,,,90.4601793133611,2,,5618;5621;5637,"Braunau am Inn, Gmunden, Salzburg (Adm2)."
2017-0350-CHE,2017,0350,,Natural,Geophysical,Mass movement (dry),Rockfall,,,Switzerland,CHE,Western Europe,Europe,"Bregaglia Valley, Bondo in Graubünden canton",,,,,,,,,,,,,,2017,8,23,2017,8,23,8,,200,,200,,,,,,,90.4601793133611,1,2816,,Graubunden (Adm1).
2017-0565-DEU,2017,0565,,Natural,Meteorological,Storm,Convective storm,Hail,,Germany,DEU,Western Europe,Europe,"Harburg District in Niedersachsen, Sachsen-Anhalt, Brandenburg, Sachsen",,,,,,,,,Kph,,,,,2017,6,22,2017,6,23,2,,,,,,,570000,630112,740000,818040,90.4601793133611,1,1311;1316;1320;1321,,"Brandenburg, Niedersachsen, Sachsen, Sachsen-Anhalt (Adm1)."
2017-0310-DEU,2017,0310,,Natural,Hydrological,Flood,Riverine flood,,,Germany,DEU,Western Europe,Europe,"Hildesheim in Niedersachsen, districts surrounding the mountain range of Harz, Goslar district, Rhüden, Goslar, Bad Harzburg, Wernigerode in Harz district, Sachsen-Anhalt, Thuringia",Low pressure Alfred,,,,,,,,Km2,,,,Gose and Abzucht rivers,2017,7,24,2017,7,27,,,600,,600,,,,,,,90.4601793133611,1,1316;1323,,"Niedersachsen, Thueringen (Adm1)."
2017-0320-FRA,2017,0320,,Natural,Hydrological,Flood,Flash flood,,,France,FRA,Western Europe,Europe,Haute-Loire Department (Le Brignon),Torrential rains,,,,,,,,Km2,45.486,3.338,,,2017,6,13,2017,6,15,1,,160,,160,,,,,,,90.4601793133611,2,,16247,Haute-Loire (Adm2).
2017-0086-FRA,2017,0086,,Natural,Meteorological,Storm,Extra-tropical storm,,'Zeus',France,FRA,Western Europe,Europe,"Brittany, Provence, Sud Ouest (Brive), Alpes du Sud, Centre et Sud-Est.",,,,,,,,193,Kph,,,,,2017,3,6,2017,3,7,2,11,,,11,,,341000,376961,550000,608002,90.4601793133611,1,1249;1253;1260;1262;1264;1266;1268;1269;1270,,"Aquitaine, Bretagne, Languedoc-Rousillon, Limousin, Midi-Pyrenees, Pays-de-la-Loire, Poitou-Charentes, Provence-Alpes-Cote-d'Azur, Rhone-Alpes (Adm1)."
2017-0292-FRA,2017,0292,,Natural,Climatological,Wildfire,,,,France,FRA,Western Europe,Europe,"Near Bormes-les-Mimosas (Var- cote d'Azur); Haute-Corse, Vaucluse, Var, Alpes-Maritimes","Wind, drought",,,,,,,72,Km2,,,,,2017,7,24,2017,7,25,,12,12000,,12012,,,,,,,90.4601793133611,2,,16271;16321;16324;16325,"Alpes-maritimes, Haute-Corse, Var, Vaucluse (Adm2)."
2018-0002-FRA,2018,0002,,Natural,Meteorological,Storm,Convective storm,Severe storm,Eleanor,France,FRA,Western Europe,Europe,"Alps, Morillon (Haute Savoie), Corse, Savoie, Isère, Cambrai (Nord), Paris region (Ile-de-France), Seine Maritime, Pas de Calais, Haute Marne, Manche, Bretagne, Lucenay-Lévêque (Saône et Loire)",,Wildfire,"Slide (land, mud, snow, rock)",,,,,160,Kph,,,,"Aube, Moselle",2018,1,3,2018,1,4,6,30,,,30,,,,,2e+05,215820,92.6696698010059,1;2,1253;1256;1259,16250;16254;16268;16277;16306;16307;16329;16330;16333,"Bretagne, Corse, Ile-de-France (Adm1). Haute-Marne, Haute-Savoie, Isere, Manche, Nord, Pas-de-Calais, Saone-et-Loire, Savoie, Seine-Maritime (Adm2)."
2018-0002-CHE,2018,0002,,Natural,Meteorological,Storm,Convective storm,Severe storm,Eleanor,Switzerland,CHE,Western Europe,Europe,"Fribourg (west), Bern (Lenk), Luzern, Zurich, Zug, Nidwalden, Schwyz, Pizol (Sankt Gallen)",,Transport accident,,,,,,163,Kph,,,,,2018,1,3,2018,1,4,,16,,,16,,,16300,17589,,,92.6696698010059,1,2812;2813;2818;2820;2822;2824;2831;2832,,"Bern, Fribourg, Luzern, Nidwalden, Sankt Gallen, Schwyz, Zug, Zurich (Adm1)."
2018-0025-DEU,2018,0025,,Natural,Meteorological,Storm,Extra-tropical storm,,'Friederike' (David),Germany,DEU,Western Europe,Europe,"Nordrhein-Westfalen (Emmerich-Elten, Ratingen-Dusseldorf ), Saxe-Anhalt, Thuringen, Brandenburg (Cottbus), Mecklemburg-Vorpommem,",,Transport accident,,,,,,130,Kph,,,,,2018,1,17,2018,1,18,5,12,,,12,,,,,588475,635024,92.6696698010059,1,1311;1315;1317;1321;1323,,"Brandenburg, Mecklenburg-Vorpommern, Nordrhein-Westfalen, Sachsen-Anhalt, Thueringen (Adm1)."
2018-0025-BEL,2018,0025,,Natural,Meteorological,Storm,Extra-tropical storm,,'Friederike' (David),Belgium,BEL,Western Europe,Europe,Grez-Doiceau,,,,,,,,130,Kph,,,,,2018,1,17,2018,1,18,1,,,,,,,,,,,92.6696698010059,2,,5854,Brabant wallon (Adm2).
2018-0235-BEL,2018,0235,,Natural,Meteorological,Extreme temperature,Heat wave,,,Belgium,BEL,Western Europe,Europe,,,,,,,,,,°C,,,,,2018,7,,2018,7,,,,,,,,,,,,,92.6696698010059,,,,
2018-0235-DEU,2018,0235,,Natural,Meteorological,Extreme temperature,Heat wave,,,Germany,DEU,Western Europe,Europe,,,,,,,,,38,°C,,,,,2018,7,,2018,7,,,,,,,,,,,,,92.6696698010059,,,,
2018-0025-FRA,2018,0025,,Natural,Meteorological,Storm,Extra-tropical storm,,'Friederike' (David),France,FRA,Western Europe,Europe,"Pas-de-Calais department, Nord",,,,,,,,,Kph,,,,,2018,1,17,2018,1,18,,,,,,,,,,,,92.6696698010059,2,,16306;16307,"Nord, Pas-de-Calais (Adm2)."
2018-0397-FRA,2018,0397,,Natural,Meteorological,Storm,Extra-tropical storm,,Storm 'Adrian',France,FRA,Western Europe,Europe,"Corse, Cote d'Azur",,,,,,,,,Kph,,,,,2018,10,30,2018,10,30,,,,,,,,,,,,92.6696698010059,1;2,1256,16321;16324,"Corse (Adm1). Alpes-maritimes, Var (Adm2)."
2018-0061-FRA,2018,0061,,Natural,Meteorological,Extreme temperature,Cold wave,,,France,FRA,Western Europe,Europe,,,,,,,,,,°C,,,,,2018,2,23,2018,2,28,3,,,,,,,,,,,92.6696698010059,,,,
2018-0235-FRA,2018,0235,,Natural,Meteorological,Extreme temperature,Heat wave,,,France,FRA,Western Europe,Europe,,,,,,,,,38,°C,,,,,2018,7,,2018,7,,,,,,,,,,,,,92.6696698010059,,,,
2018-0037-FRA,2018,0037,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,Ile-de-France,Heavy rains,,,,,,,72016,Km2,48.511,1.606,,"Seine, Marne, Yonne, Rhône, Saône",2018,1,24,2018,1,29,,,2750,,2750,,,175000,188843,372000,401426,92.6696698010059,1,1259,,Ile-de-France (Adm1).
2018-0375-FRA,2018,0375,,Natural,Hydrological,Flood,,,,France,FRA,Western Europe,Europe,"Carcasonne, Conques sur Orbiel, Aragon, Berriac, Trbes, Flore, Villegaihenc, Villemoustaussou, Villalier (Aude, Hérault)",Torrenntial rains,,,,,,,,Km2,,,,,2018,10,14,2018,10,15,14,76,1400,,1476,,,230000,248193,340000,366895,92.6696698010059,2,,16287;16290,"Aude, Herault (Adm2)."
2019-0001-AUT,2019,0001,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Austria,AUT,Western Europe,Europe,"Land du Vorarlberg, alpes salzbourgeoises, Land de Styrie",,"Avalanche (Snow, Debris)",,,,,,,Kph,,,,,2019,1,5,2019,1,16,11,,,,,,,,,,,94.3490924994534,1,482;483;485,,"Salzburg, Steiermark, Vorarlberg (Adm1)."
2019-0001-CHE,2019,0001,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Switzerland,CHE,Western Europe,Europe,"Alpes valaisannes, Verbier, Mont-Rogneux",,"Avalanche (Snow, Debris)",,,,,,,Kph,,,,,2019,1,13,2019,1,15,4,,,,,,,,,,,94.3490924994534,1,2829,,Valais (Adm1).
2019-0296-BEL,2019,0296,,Natural,Meteorological,Extreme temperature,Heat wave,,,Belgium,BEL,Western Europe,Europe,,,,,,,,,35,°C,,,,,2019,6,21,2020,7,1,128,,,,,,,,,,,94.3490924994534,1,600;601;602,,"Region de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewes, Region wallonne, Vlaams Gewest (Adm1)."
2019-0001-DEU,2019,0001,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Germany,DEU,Western Europe,Europe,Bavaria,,,,,,,,,Kph,,,,,2019,1,5,2019,1,17,1,,,,,,,,,,,94.3490924994534,1,1309,,Bayern (Adm1).
2019-0296-DEU,2019,0296,,Natural,Meteorological,Extreme temperature,Heat wave,,,Germany,DEU,Western Europe,Europe,,,,,,,,,39,°C,,,,,2019,6,24,2019,6,30,4,,,,,,,,,,,94.3490924994534,1,1308,,Baden-Wuerttemberg (Adm1).
2019-0296-FRA,2019,0296,,Natural,Meteorological,Extreme temperature,Heat wave,,,France,FRA,Western Europe,Europe,"Vaucluse, Bouches-du-Rhône, Hérault, Gard",,,,,,,,46,°C,,,,,2019,6,24,2019,7,7,567,,,,,,,,,,,94.3490924994534,2,,16287,Herault (Adm2).
2018-0025-NLD,2018,0025,,Natural,Meteorological,Storm,Extra-tropical storm,,'Friederike' (David),Netherlands (the),NLD,Western Europe,Europe,"Gelderland, Overijssel (Olst, Enschede and Vuren, Zwolle, Enschede)",,,,,,,,130,Kph,,,,,2018,1,17,2018,1,18,3,,,,,,,,,110011,118713,92.6696698010059,1,2161;2166,,"Gelderland, Overijssel (Adm1)."
2018-0235-NLD,2018,0235,,Natural,Meteorological,Extreme temperature,Heat wave,,,Netherlands (the),NLD,Western Europe,Europe,,,,,,,,,,°C,,,,,2018,7,,2018,7,,,,,,,,,,,,,92.6696698010059,,,,
2019-0366-AUT,2019,0366,,Natural,Meteorological,Extreme temperature,Heat wave,,,Austria,AUT,Western Europe,Europe,,,,,,,,,,°C,,,,,2019,7,24,2019,7,26,1,,,,,,,,,,,94.3490924994534,,,,
2019-0366-BEL,2019,0366,,Natural,Meteorological,Extreme temperature,Heat wave,,,Belgium,BEL,Western Europe,Europe,,,,,,,,,41,°C,,,39.7,,2019,7,19,2019,7,27,400,,,,,,,,,,,94.3490924994534,,,,
2019-0650-BEL,2019,0650,,Natural,Meteorological,Extreme temperature,Heat wave,,,Belgium,BEL,Western Europe,Europe,,,,,,,,,35,°C,,,,,2019,8,23,2019,8,29,188,,,,,,,,,,,94.3490924994534,,,,
2019-0366-DEU,2019,0366,,Natural,Meteorological,Extreme temperature,Heat wave,,,Germany,DEU,Western Europe,Europe,,,,,,,,,42,°C,,,,,2019,7,24,2019,7,25,,,,,,,,,,,,94.3490924994534,,,,
2020-0418-CHE,2020,0418,,Natural,Meteorological,Storm,Convective storm,,Storm 'Alex',Switzerland,CHE,Western Europe,Europe,,,Flood,"Slide (land, mud, snow, rock)",,,,,180,Kph,,,,,2020,10,2,2020,10,3,,,13,,13,,,,,,,95.5129674174503,1,2807;2808;2809;2810;2811;2812;2813;2814;2815;2816;2817;2818;2819;2820;2821;2822;2823;2824;2825;2826;2827;2828;2829;2830;2831;2832,,"Aargau, Appenzell Ausser-rhoden, Appenzell Inner-rhoden, Basel-landschaft, Basel-stadt, Bern, Fribourg, Geneve, Glarus, Graubunden, Jura, Luzern, Neuchatel, Nidwalden, Obwalden, Sankt Gallen, Schaffhausen, Schwyz, Solothurn, Thurgau, Ticino, Uri, Valais, Vaud, Zug, Zurich (Adm1)."
2020-0051-BEL,2020,0051,,Natural,Meteorological,Storm,Extra-tropical storm,,Storm 'Ciara' (Sabine),Belgium,BEL,Western Europe,Europe,,,,,,,,,,Kph,,,,,2020,2,9,2020,2,9,,,,,,,,,,,,95.5129674174503,1,600;601;602,,"Region de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewes, Region wallonne, Vlaams Gewest (Adm1)."
2020-0530-BEL,2020,0530,,Natural,Meteorological,Extreme temperature,Heat wave,,,Belgium,BEL,Western Europe,Europe,,,,,,,,,,°C,,,,,2020,8,5,2020,8,8,1460,,,,,,,,,,,95.5129674174503,1,600;601;602,,"Region de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewes, Region wallonne, Vlaams Gewest (Adm1)."
2020-0051-DEU,2020,0051,,Natural,Meteorological,Storm,Extra-tropical storm,,Storm 'Ciara' (Sabine),Germany,DEU,Western Europe,Europe,"Kiel, Kölln, Frankfurt, Sarrebruck, Paderborn",,,,,,,,,Kph,,,,,2020,2,9,2020,2,9,,33,,,33,,,,,,,95.5129674174503,1;2,1319;1322,16541;16550;16552,"Saarland, Schleswig-Holstein (Adm1). Darmstadt, Detmold, Koeln (Adm2)."
2021-0411-AUT,2021,0411,,Natural,Hydrological,Flood,,,,Austria,AUT,Western Europe,Europe,"Vienna, Lower Austria, Salzburg, Styria, Tyrol, Vorarlberg",Torrential rainfall caused by a slow-moving area of low pressure – named “Bernd”,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,Salzach River and its tributaries,2021,7,17,2021,7,18,1,,,,,,,,,,,100,1,480;482;483;484;485;486,,"Niederosterreich, Salzburg, Steiermark, Tirol, Vorarlberg, Wien (Adm1)."
2021-0411-DEU,2021,0411,,Natural,Hydrological,Flood,,,,Germany,DEU,Western Europe,Europe,"Berchtesgaden (Bavaria); Heilbronn (Baden-Württemberg); Saxony, Saxony-Anhalt; Ahrweiler, Euskirchen, Rhein-Sieg, Heinsberg, Köln (Rheinland-Pfalz); Märkischer Kreis, Düsseldorf, Solingen, Unna, Rhein-Erf (Nordrhein-Westfalen); Hessen, Thüringen,",Torrential rainfall caused by a slow-moving area of low pressure – named “Bernd”,"Slide (land, mud, snow, rock)",,,,,,8489,Km2,,,,"Ahr, Volme, Dhünn, Moselle, Inde, Kyll, Jagst rivers",2021,7,12,2021,7,15,197,1000,,,1000,,,9700000,9700000,4e+07,4e+07,100,1,1308;1309;1314;1317;1318;1320;1321;1323,,"Baden-Wuerttemberg, Bayern, Hessen, Nordrhein-Westfalen, Rheinland-Pfalz, Sachsen, Sachsen-Anhalt, Thueringen (Adm1)."
2021-0363-CHE,2021,0363,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Switzerland,CHE,Western Europe,Europe,"Lucerne, Fibourg, Zug counties",,Hail,,,,,,,Kph,,,,,2021,6,28,2021,6,29,,5,,,5,,,324000,324000,,,100,1,2813;2818;2831,,"Fribourg, Luzern, Zug (Adm1)."
2021-0363-DEU,2021,0363,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Germany,DEU,Western Europe,Europe,"Bade-Wurtemberg, Bavière, Rhénanie-Palatinat, Rhénanie du Nord-Westphalie",,Flood,,,,,,100,Kph,,,,,2021,6,28,2021,6,29,,,600,,600,,,,,,,100,1,1308;1309;1317;1318,,"Baden-Wuerttemberg, Bayern, Nordrhein-Westfalen, Rheinland-Pfalz (Adm1)."
